Log
joystic starts: 1519821597698.6511
camera ends: 1519821598302.64
camera starts: 1519821598309.4316
joystic ends: 1519821598343.671
joystic starts: 1519821598345.451
camera ends: 1519821598384.1785
camera starts: 1519821598390.0566
joystic ends: 1519821598401.0
camera ends: 1519821598673.5703
camera starts: 1519821598679.2178
camera ends: 1519821598698.302
camera starts: 1519821598703.1184
camera ends: 1519821598757.8052
camera starts: 1519821598763.3345
camera ends: 1519821598793.5293
camera starts: 1519821598798.3025
camera ends: 1519821598833.6064
camera starts: 1519821598839.5642
joystic starts: 1519821598927.2236
camera ends: 1519821599922.0862
camera starts: 1519821599930.3596
joystic ends: 1519821600048.8237
joystic starts: 1519821600050.6235
camera ends: 1519821600091.8345
camera starts: 1519821600099.2083
joystic ends: 1519821601184.7095
joystic starts: 1519821601186.8384
camera ends: 1519821601225.6387
camera starts: 1519821601233.712
joystic ends: 1519821602223.0813
joystic starts: 1519821602224.8645
camera ends: 1519821602507.9355
camera starts: 1519821602517.1394
joystic ends: 1519821602532.3887
joystic starts: 1519821602534.137
camera ends: 1519821602597.5947
camera starts: 1519821602604.1255
joystic ends: 1519821603647.9143
joystic starts: 1519821603649.9622
camera ends: 1519821603695.0342
camera starts: 1519821603702.8977
joystic ends: 1519821604823.082
joystic starts: 1519821604824.854
camera ends: 1519821604915.5076
camera starts: 1519821604922.856
joystic ends: 1519821604947.2583
joystic starts: 1519821605187.2654
camera ends: 1519821605982.872
camera starts: 1519821605990.3452
joystic ends: 1519821606009.8357
joystic starts: 1519821606011.6458
camera ends: 1519821606032.8225
camera starts: 1519821606039.0613
joystic ends: 1519821606070.7722
joystic starts: 1519821606327.3057
camera ends: 1519821607100.3782
camera starts: 1519821607107.102
joystic ends: 1519821607176.8442
joystic starts: 1519821607178.765
camera ends: 1519821607202.886
camera starts: 1519821607209.0146
joystic ends: 1519821607225.5369
joystic starts: 1519821607238.3809
camera ends: 1519821607264.716
camera starts: 1519821607271.6929
joystic ends: 1519821608333.1587
joystic starts: 1519821608335.0112
camera ends: 1519821608612.8281
camera starts: 1519821608619.9714
joystic ends: 1519821609714.2998
joystic starts: 1519821609716.0925
camera ends: 1519821609777.9595
camera starts: 1519821609785.1543
joystic ends: 1519821609861.6316
camera ends: 1519821609879.198
camera starts: 1519821609884.4006
camera ends: 1519821609985.4119
camera starts: 1519821609990.3389
camera ends: 1519821610056.8145
camera starts: 1519821610061.634
camera ends: 1519821610099.7686
camera starts: 1519821610104.0488
camera ends: 1519821610172.0369
camera starts: 1519821610177.258
camera ends: 1519821610234.115
camera starts: 1519821610238.881
camera ends: 1519821610265.8203
camera starts: 1519821610270.3765
camera ends: 1519821610288.878
camera starts: 1519821610293.9504
joystic starts: 1519821610298.7095
camera ends: 1519821610593.6775
camera starts: 1519821610601.046
joystic ends: 1519821610646.5166
joystic starts: 1519821610647.3699
camera ends: 1519821610707.57
camera starts: 1519821610713.314
joystic ends: 1519821610759.165
camera ends: 1519821610779.693
camera starts: 1519821610783.671
camera ends: 1519821610815.6023
camera starts: 1519821610820.1868
camera ends: 1519821610855.1619
camera starts: 1519821610860.1257
camera ends: 1519821610900.6267
camera starts: 1519821610904.622
camera ends: 1519821610937.6
camera starts: 1519821610941.7546
camera ends: 1519821611213.2368
camera starts: 1519821611217.7312
camera ends: 1519821611268.7854
camera starts: 1519821611273.3547
camera ends: 1519821611290.527
camera starts: 1519821611295.5825
camera ends: 1519821611327.129
camera starts: 1519821611331.767
camera ends: 1519821611356.4844
camera starts: 1519821611361.7302
camera ends: 1519821611407.299
camera starts: 1519821611411.364
camera ends: 1519821611453.5723
camera starts: 1519821611457.5625
camera ends: 1519821611495.8123
camera starts: 1519821611500.0234
camera ends: 1519821611517.8494
camera starts: 1519821611526.6226
camera ends: 1519821611581.9216
camera starts: 1519821611585.8838
joystic starts: 1519821611637.3306
camera ends: 1519821612278.8384
camera starts: 1519821612284.8652
joystic ends: 1519821612338.3186
joystic starts: 1519821612339.0056
joystic ends: 1519821612394.6821
joystic starts: 1519821612395.356
joystic ends: 1519821612449.4456
joystic starts: 1519821612451.5088
camera ends: 1519821612502.449
camera starts: 1519821612507.7166
joystic ends: 1519821613433.506
joystic starts: 1519821613435.6982
camera ends: 1519821614326.8604
camera starts: 1519821614334.5251
joystic ends: 1519821616439.6177
joystic starts: 1519821616441.6443
camera ends: 1519821617142.9106
camera starts: 1519821617149.4731
joystic ends: 1519821617204.852
joystic starts: 1519821617206.735
camera ends: 1519821617240.2263
camera starts: 1519821617246.5933
joystic ends: 1519821617302.8752
joystic starts: 1519821617611.7825
camera ends: 1519821618592.2478
camera starts: 1519821618598.6824
joystic ends: 1519821618647.7832
joystic starts: 1519821618649.722
camera ends: 1519821618693.5688
camera starts: 1519821618700.8584
joystic ends: 1519821618728.7004
joystic starts: 1519821618730.5022
camera ends: 1519821618766.6233
camera starts: 1519821618772.5273
joystic ends: 1519821619095.4941
joystic starts: 1519821619097.336
camera ends: 1519821619125.0347
camera starts: 1519821619131.672
joystic ends: 1519821619170.941
camera ends: 1519821619197.6409
camera starts: 1519821619202.6213
camera ends: 1519821619219.252
camera starts: 1519821619224.0498
camera ends: 1519821619263.5205
camera starts: 1519821619267.8962
camera ends: 1519821619552.1
camera starts: 1519821619556.8628
camera ends: 1519821619600.7375
camera starts: 1519821619605.0261
joystic starts: 1519821619904.53
camera ends: 1519821621369.6257
camera starts: 1519821621376.235
joystic ends: 1519821621425.5784
joystic starts: 1519821621427.531
camera ends: 1519821621444.28
camera starts: 1519821621450.3713
joystic ends: 1519821621481.0728
camera ends: 1519821621495.0613
camera starts: 1519821621499.1387
camera ends: 1519821621532.843
camera starts: 1519821621536.8567
camera ends: 1519821621555.1812
camera starts: 1519821621559.5503
joystic starts: 1519821621840.0059
camera ends: 1519821622651.8875
camera starts: 1519821622659.1106
joystic ends: 1519821622676.1663
joystic starts: 1519821622676.827
joystic ends: 1519821622712.0325
joystic starts: 1519821622808.4258
camera ends: 1519821623757.8276
camera starts: 1519821623764.8628
joystic ends: 1519821623786.8374
joystic starts: 1519821623788.7532
camera ends: 1519821623804.4412
camera starts: 1519821623810.5103
joystic ends: 1519821623843.768
camera ends: 1519821623863.335
camera starts: 1519821623867.206
joystic starts: 1519821623877.455
camera ends: 1519821623897.8628
camera starts: 1519821623903.8555
joystic ends: 1519821623920.2136
joystic starts: 1519821623931.2776
camera ends: 1519821624000.191
camera starts: 1519821624005.691
joystic ends: 1519821624024.4011
camera ends: 1519821624055.5042
camera starts: 1519821624059.5044
camera ends: 1519821624081.7559
camera starts: 1519821624085.7812
camera ends: 1519821624123.5686
camera starts: 1519821624127.569
joystic starts: 1519821624931.6833
camera ends: 1519821625148.0627
camera starts: 1519821625154.6836
joystic ends: 1519821625197.2893
joystic starts: 1519821625199.4038
camera ends: 1519821625239.5188
camera starts: 1519821625244.732
joystic ends: 1519821626279.206
joystic starts: 1519821626281.0222
camera ends: 1519821626317.585
camera starts: 1519821626324.1528
joystic ends: 1519821626342.816
joystic starts: 1519821626344.583
camera ends: 1519821626377.4075
camera starts: 1519821626382.7344
joystic ends: 1519821626424.795
camera ends: 1519821626446.6877
camera starts: 1519821626451.3435
camera ends: 1519821626489.4646
camera starts: 1519821626493.5454
joystic starts: 1519821627140.5693
camera ends: 1519821627550.9949
camera starts: 1519821627557.2043
joystic ends: 1519821627613.9814
joystic starts: 1519821627615.8032
camera ends: 1519821627637.0266
camera starts: 1519821627642.3704
joystic ends: 1519821627693.1934
camera ends: 1519821627726.2876
camera starts: 1519821627730.5298
camera ends: 1519821628003.9568
camera starts: 1519821628008.0735
joystic starts: 1519821628040.6545
camera ends: 1519821629069.207
camera starts: 1519821629075.8174
joystic ends: 1519821629121.0564
joystic starts: 1519821629122.9465
camera ends: 1519821630197.8752
camera starts: 1519821630204.674
joystic ends: 1519821630254.8274
joystic starts: 1519821630256.6104
camera ends: 1519821630276.349
camera starts: 1519821630282.096
joystic ends: 1519821630320.0015
joystic starts: 1519821630332.355
camera ends: 1519821630342.5164
camera starts: 1519821630347.8975
joystic ends: 1519821630379.5225
camera ends: 1519821630399.81
camera starts: 1519821630403.8198
camera ends: 1519821630480.9172
camera starts: 1519821630485.1084
camera ends: 1519821630504.6807
camera starts: 1519821630508.8599
camera ends: 1519821630542.742
camera starts: 1519821630546.6487
joystic starts: 1519821631313.3547
camera ends: 1519821631591.6929
camera starts: 1519821631597.9858
joystic ends: 1519821631637.1843
joystic starts: 1519821631639.1838
camera ends: 1519821631653.8108
camera starts: 1519821631659.1536
joystic ends: 1519821631693.1304
camera ends: 1519821631736.784
camera starts: 1519821631741.0608
camera ends: 1519821631759.0647
camera starts: 1519821631762.9421
camera ends: 1519821631799.143
camera starts: 1519821631803.2336
camera ends: 1519821631821.7993
camera starts: 1519821631825.7834
joystic starts: 1519821632450.0789
camera ends: 1519821632882.1777
camera starts: 1519821632888.6248
joystic ends: 1519821632916.5298
joystic starts: 1519821632918.3865
camera ends: 1519821632932.7246
camera starts: 1519821632938.2896
joystic ends: 1519821632977.4814
camera ends: 1519821633006.203
camera starts: 1519821633010.4001
camera ends: 1519821633050.7346
camera starts: 1519821633054.6938
camera ends: 1519821633089.0796
camera starts: 1519821633092.9438
camera ends: 1519821633110.6655
camera starts: 1519821633114.7864
camera ends: 1519821633144.8462
camera starts: 1519821633149.1226
camera ends: 1519821633171.831
camera starts: 1519821633175.6914
camera ends: 1519821633229.233
camera starts: 1519821633233.327
camera ends: 1519821633267.441
camera starts: 1519821633271.5813
camera ends: 1519821633320.5493
camera starts: 1519821633324.5942
joystic starts: 1519821633504.98
camera ends: 1519821634285.0903
camera starts: 1519821634291.6982
joystic ends: 1519821635337.7798
joystic starts: 1519821635340.1624
camera ends: 1519821635356.1033
camera starts: 1519821635363.1777
joystic ends: 1519821635389.1572
joystic starts: 1519821635391.0881
camera ends: 1519821635426.1467
camera starts: 1519821635433.0884
joystic ends: 1519821635458.0881
joystic starts: 1519821635459.9412
